GEM Mine ID,MSHA ID,Country / Area,Mine Name,Mine Name AKAs,Mine Name (Non-ENG),Complex Name,GEM Wiki Page (ENG),GEM Wiki Page (Non-ENG),Status,Status Detail,Project Type,Project Phase,Owners,GEM Entity ID,Owners (Non-ENG),Parent Company,GEM Entity ID,Company HQs,Capacity (Mtpa),Production (Mtpa),Year of Production,"Coal Output (Annual, Mst)",Mine Type,Mining Method,Mine Size (Km2),Mine Depth (m),Depth Accuracy,Workforce Size,Workforce Accuracy,Coal Type,Coal Grade,Percentage of Met Coal,Percentage of Thermal Coal,Accuracy Rating,Reported Year of Percentage Split,"Total Reserves (Proven and Probable, Mt)",Year of Total Reserves Recorded,"Total Resource (Inferred, Indicated, Measured)",Reserve to Production Ratio (R/P),Opening Year,Closing Year,Reported Life of Mine,Reported Year of Mine Life,Coalfield,Location,"Prefecture, District","State, Province",Subregion,Region,Latitude,Longitude,Location Accuracy,"Primary Consumer, Destination","Coal Plant, Steel Plant, Terminal","Coal Plant, Steel Plant, Terminal GEM Wiki",Gas-level Rating,Gas-level Rating Appraisal Year,Reported Coal Mine Methane Emissions (thousand tonnes per year),Year of Reported Coal Mine Methane Emissions,Source ID,Has associated plume data,Has associated CMM mitigation data,GEM Coal Mine Methane Emissions Estimate (MCM/yr),GEM Coal Mine Methane Emissions Estimate (M tonnes/yr),Methane Gas Content (m^3/tonne) (Updated),Methane Emissions Factor (Updated),CMM Emissions (CO2e 20 years),CMM Emissions (CO2e 100 years),ISO Code
M2685,,India,Egara Coal Mine,Cluster 9,,,https://www.gem.wiki/Egara_coal_mine,,Mothballed,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.38,0,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.65007,87.07151,Approximate,,,,,,,,,,,0,0.00,0.8,1.5,0,0,356
M2687,,India,Kumda 7&8 Coal Mine,,,,https://www.gem.wiki/Kumda_7%268_Coal_Mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.02,2022,,Underground,,5,300,Estimate,251,Estimate,Subbituminous,Thermal,,,,,1,2023,-,50,1984,,-,,,,Surguja,Chhattisgarh,Southern Asia,Asia,23.2074,83.0056,Approximate,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2689,,India,Chhatarpur-II Coal Mine,Chattarpur,,,https://www.gem.wiki/Chhatarpur-II_Coal_Mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,0.33,,,Underground,,-,300,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Betul,Madhya Pradesh,Southern Asia,Asia,22.1417,78.1,Exact,,,,,,,,,,,1.8,0.00,3.3,1.6,0.1,0,356
M2690,,India,Nandgaon Incline Coal Mine,,,,https://www.gem.wiki/Nandgaon_Incline_Coal_Mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.2,0.08,2021,,Underground,,-,300,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Chandrapur,Maharashtra,Southern Asia,Asia,19.906,79.3111,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2692,,India,Manoerboni & South Samlaamalgateo Coal Mine,"Cluster 12, Manderboni-South Samla UG",,,https://www.gem.wiki/Manoerboni_%26_South_Samlaamalgateo_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.28,0.06,2023,,Underground,,10.25,300,Estimate,438,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.7112,87.314,Approximate,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2695,,India,Nandira Coal Mine,Talcher Coalfield,,,https://www.gem.wiki/Nandira_Coal_Mine,,Operating,,,,Mahanadi Coalfields Ltd [100%],E100001000807 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.33,0.06,2022,,Underground,Bord and Pillar,3.7,118,Exact,353,Estimate,Subbituminous,Thermal,,,,,4,2023,-,67,1962,,13,,Mahanadi,Nandira Colliery,Angul,Odisha,Southern Asia,Asia,20.92738,85.12451,Exact,,,,,,,,,,,0.2,0.00,1.6,1.6,0,0,356
M2697,,India,Jagannathpur Coal Mine,,,,https://www.gem.wiki/Jagannathpur_coal_mine,,Mothballed,Care and Maintenance,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.7,3.91,2023,,Surface,Open Pit,6.86,50,Estimate,217,Exact,Subbituminous,Thermal,,,,,56,,73,14,2019,,-,,Bisrampur,,Balrampur,Chhattisgarh,Southern Asia,Asia,23.3704,83.215,Exact,,,,,,,,,,,4.7,0.00,0.8,1.5,0.3,0.1,356
M2698,,India,Kumardihi A Coal Mine,Cluster 12,,,https://www.gem.wiki/Kumardihi_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.2,0.09,2023,,Underground,,4.57,300,Estimate,443,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.68221,87.27609,Exact,,,,,,,,,,,0.5,0.00,3.3,1.6,0,0,356
M2699,,India,Kalidaspur Coal Mine,Cluster 9,,,https://www.gem.wiki/Kalidaspur_coal_mine,,Mothballed,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.135,0.06,2022,,Underground,,-,300,Estimate,1245,Exact,Subbituminous,Thermal,,,,,18,2011,-,300,1987,,-,,,,Bankura,West Bengal,Southern Asia,Asia,23.65007,87.07151,Approximate,,,,,,,,,,,0.3,0.00,3.3,1.6,0,0,356
M2701,,India,Siduli Coal Mine,Cluster 11,,,https://www.gem.wiki/Siduli_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,2.1,0.05,2023,,Underground & Surface,,3.35,60,Estimate,483,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,,,,West Bengal,Southern Asia,Asia,23.64993,87.2091,Exact,,,,,,,,,,,0.1,0.00,0.9,1.5,0,0,356
M2705,,India,Vishnupuri Coal Mine,Vishnupuri UG to OC,,,https://www.gem.wiki/Vishnupuri_Coal_Mine,,Proposed,Announced,New,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,*,,,Surface,Open Pit,5.9,50,Estimate,180,Exact,Subbituminous,Thermal,,,,,-,,-,-,,,-,,Pench-Kanhan,Kukurmunda,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.199,78.8626,Approximate,,,,,,,,,,,1.4,0.00,0.8,1.5,0.1,0,356
M2706,,India,Gouranoih Expansion Mine,,,,https://www.gem.wiki/Gouranoih_Expansion_Mine,,Mothballed,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,0.29,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.8153,86.9947,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2707,,India,Dhori- Khas Coal Mine,"Dhori Area, Dhori Group of 3 Mines",,,https://www.gem.wiki/Dhori-Khas_Coal_Mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.166,0.13,2022,,Underground,,2.1,180,Exact,414,Estimate,Subbituminous,Thermal,,,,,3,,-,23,,,-,,,,,Jharkhand,Southern Asia,Asia,23.7817,86.01328,Exact,,,,,,,,,,,0.5,0.00,2.3,1.6,0,0,356
M2708,,India,Ballarpur UG Coal Mine,"Ballarpur Underground Coal Mine Project, Ballarpur 3 & 4 Pit, Mana Incline, Nandgaon",,,https://www.gem.wiki/Ballarpur_UG_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.12,2022,,Underground,Bord and Pillar,16.2,265,Exact,282,Estimate,Subbituminous,Thermal,,,,,3,,-,25,,,5,,Wardha Valley,Ballarpur,Chandrapur,Maharashtra,Southern Asia,Asia,19.84254,79.34804,Exact,,,,,,,,,,,0.6,0.00,3.1,1.6,0,0,356
M2709,,India,Mahadevpuri Coal Mine,Mahadeopuri UG,,,https://www.gem.wiki/Mahadevpuri_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.25,0.03,2024,,Underground,,1.73,300,Estimate,319,Exact,Subbituminous,Thermal,,,,,18.93,2024,-,631,1989,,-,,,,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.1806,78.7698,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2717,,India,Gidi - A Open Cast Coal Mine,"Argada Area, Giddi A OC",,,https://www.gem.wiki/Gidi_A_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.23,2022,,Surface,Open Pit,-,50,Estimate,309,Estimate,Subbituminous,Thermal,,,,,2.76,2023,-,12,1993,,5,2023,South Karanpura,,Hazaribagh,Jharkhand,Southern Asia,Asia,23.69125,85.35981,Exact,,,,,,,,,,,0.3,0.00,0.8,1.5,0,0,356
M2718,,India,Sasti UG Coal Mine,,,,https://www.gem.wiki/Sasti_coal_mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.36,,,,Underground,,15.54,115,Exact,651,Estimate,Subbituminous,Thermal,,,,,15,,-,,2007,,10,,Wardha Valley,Sasti,Chandrapur,Maharashtra,Southern Asia,Asia,19.81737,79.33639,Exact,,,,,,,,,,,0.9,0.00,1.6,1.6,0.1,0,356
M2719,,India,Kunustoria Coal Mine,"Cluster 10, Kunustoria & Amrasota UG",,,https://www.gem.wiki/Kunustoria_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.08,2023,,Underground,,5.1,300,Estimate,444,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.6498,87.13004,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2720,,India,Ravindrakhani 1A Coal Mine,RK 1A Incline,,,https://www.gem.wiki/Rk_1A_Coal_Mine,,Mothballed,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,0.3,0.12,,,Underground,Bord and Pillar,2.62,220,Exact,,,Subbituminous,Thermal,,,,,1,,-,8,1982,,3,,,Ramakrishnapur,Mancherial,Telangana,Southern Asia,Asia,18.94923,79.48087,Exact,,,,,,,,,,,0.5,0.00,2.7,1.6,0,0,356
M2723,,India,Silewara Colliery,Silewara UG Mine,,,https://www.gem.wiki/Silewara_Colliery,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.069,2023,,Underground,Bord and Pillar,4.39,300,Estimate,251,Estimate,Subbituminous,Thermal,,,,,3,,-,43,,,-,,Nagpur,Silewara,Nagpur,Maharashtra,Southern Asia,Asia,21.29904,79.12342,Exact,,,,,,,,,,,0.4,0.00,3.3,1.6,0,0,356
M2724,,India,Gare Palma IV 5 OC Coal Mine,,,,https://www.gem.wiki/Gare_Palma_IV_5_OC_Coal_Mine,,Mothballed,,,,CK Birla Group [100%],E100000131454 [100%],,CK Birla Group [100.0%],E100000131454 [100.0%],India,*,0.13,,,Surface,Open Pit,-,50,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,Raigarh,Chhattisgarh,Southern Asia,Asia,22.1621,83.5321,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2727,,India,Kathara Coal Mine,Kathara Area,,,https://www.gem.wiki/Kathara_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.5,0.29,2022,,Surface,Open Pit,7.73,50,Estimate,352,Estimate,Subbituminous,Thermal,,,,,22.16,2022,-,76,,,-,,,,,Jharkhand,Southern Asia,Asia,23.77594,85.91191,Approximate,,,,,,,,,,,0.4,0.00,0.8,1.5,0,0,356
M2728,,India,JK Nagar Coal Mine,"Cluster 9, JK Nagar UG & OC and Puresearsol UG",,,https://www.gem.wiki/JK_Nagar_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.42,0.17,2023,,Underground & Surface,Mixed,12.37,60,Estimate,564,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,50,2023,,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.65007,87.07151,Exact,,,,,,,,,,,0.2,0.00,0.9,1.5,0,0,356
M2729,,India,Giridih Coal Mine,"Giridih Area, Giridih - Kabribad Mine",,,https://www.gem.wiki/Giridih_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.23,0.2,2022,,Surface,Open Pit,2.79,180,Exact,337,Estimate,Subbituminous,Thermal,,,,,3.6,2018,-,18,1871,,-,,,,,Jharkhand,Southern Asia,Asia,24.1734,86.2539,Approximate,,,,,,,,,,,0.7,0.00,2.3,1.5,0,0,356
M2730,,India,Sarni Coal Mine,Sarni UG Coal Mine Expansion Project,,,https://www.gem.wiki/Sarni_Coal_Mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,10,0,,,Underground,,5.1,300,Estimate,,,Subbituminous,Thermal,,,,,10,,-,1,2006,,-,,Patherkhera,Sarni,Betul,Madhya Pradesh,Southern Asia,Asia,22.1179,78.15174,Exact,Coal Plant,Satpura Thermal Power Station,https://www.gem.wiki/Satpura_Thermal_Power_Station,,,,,,,,0,0.00,3.3,1.6,0,0,356
M2731,,India,Pali Coal Mine,,,,https://www.gem.wiki/Pali_Coal_Mine,,Mothballed,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.5,0.11,2022,,Underground,Bord and Pillar,4.1,300,Estimate,,,Subbituminous,Thermal,,,,,3,,-,27,,,-,,Johila,,Umaria,Madhya Pradesh,Southern Asia,Asia,23.5863,80.7501,Exact,,,,,,,,,,,0.6,0.00,3.3,1.6,0,0,356
M2739,,India,Chora UG Coal Mine,"Cluster 11, CBI UG",,,"https://www.gem.wiki/Chora_Incline_and_Chora_7,_9,_%26_10_Coal_Mine",,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.1,0.04,2023,,Underground,,-,300,Estimate,430,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,Burdwan,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.67288,87.20317,Exact,,,,,,,,,,,0.2,0.00,3.3,1.6,0,0,356
M2743,,India,KK 5 Inc Coal Mine,"Kalyankhani No.5 incline, MM Area",,,https://www.gem.wiki/KK_5_Inc_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,0.5,0.197,2023,,Underground,Bord and Pillar,7.55,245,Exact,295,Estimate,Subbituminous,Thermal,,,,,1,2023,-,5,1958,,7,,,,Mancherial,Telangana,Southern Asia,Asia,18.8278,79.4833,Exact,,,,,,,,,,,0.9,0.00,2.9,1.6,0.1,0,356
M2746,,India,Tilaboni Coal Mine,Cluster 12,,,https://www.gem.wiki/Tilaboni_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.8,0.12,2023,,Underground,,8.27,300,Estimate,631,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.66125,87.27503,Exact,,,,,,,,,,,0.6,0.00,3.3,1.6,0,0,356
M2749,,India,New Kenda Coal Mine,Cluster 11,,,https://www.gem.wiki/New_Kenda_mines,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.62,2023,,Underground & Surface,Mixed,-,60,Estimate,581,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2018,,-,,,,,West Bengal,Southern Asia,Asia,23.6657,87.1624,Exact,,,,,,,,,,,0.8,0.00,0.9,1.5,0,0,356
M2750,,India,Bartunga Hill Coal Mine,,,,https://www.gem.wiki/Bartunga_Hill_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,0.02,2022,,Underground,,-,300,Estimate,425,Estimate,Subbituminous,Thermal,,,,,-,,362,-,,,-,,,,Korea,Chhattisgarh,Southern Asia,Asia,23.174,82.335,Exact,,,,,,,,,,,0.1,0.00,3.3,1.6,0,0,356
M2752,,India,D. Rayatwari Coal Mine,Durgapur Rayatwari Colliery,,,https://www.gem.wiki/D._Rayatwari_Coal_Mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.9,0.11,2021,,Underground,,7.79,300,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,1982,,-,,,,Chandrapur,Maharashtra,Southern Asia,Asia,19.9598,79.3109,Exact,,,,,,,,,,,0.6,0.00,3.3,1.6,0,0,356
M2764,,India,Parascole East & West Coal Mine,Cluster 10,,,https://www.gem.wiki/Parascole_East_%26_West_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.54,0.13,2023,,Underground & Surface,Mixed,3.48,50,Estimate,533,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,15,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.64528,87.18631,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2766,,India,Khas Kajora Coal Mine,Cluster 10,,,https://www.gem.wiki/Khas_Kajora_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.3,0.13,2023,,Underground,,1.88,300,Estimate,637,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,2023,Raniganj,,Paschim Bardhaman,West Bengal,Southern Asia,Asia,23.62781,87.19499,Exact,,,,,,,,,,,0.7,0.00,3.3,1.6,0,0,356
M2770,,India,Chapapur II Coal Mine,Cluster 1,,,https://www.gem.wiki/Chapapur_II_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.44,2023,,Underground & Surface,,4.8,60,Estimate,599,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.80483,86.67548,Exact,,,,,,,,,,,0.6,0.00,0.9,1.5,0,0,356
M2771,,India,Nakrakonda Coal Mine,"Nakrakonda – Kumardihi B UG & OC, Cluster 12",,,https://www.gem.wiki/Nakrakonda_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,3,1.51,2023,,Underground & Surface,Mixed,6.42,60,Estimate,593,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,West Bengal,Southern Asia,Asia,23.67918,87.28723,Approximate,,,,,,,,,,,2,0.00,0.9,1.5,0.1,0,356
M2773,,India,Tandsi Coal Mine,,,,https://www.gem.wiki/Tandsi_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.06,2022,,Underground,Bord and Pillar,6.118,300,Estimate,229,Estimate,Bituminous,Thermal & Met,50%,50%,Estimated,,6,,-,100,1993,,10,,Kanhan,Rampur Bhata,Chhindwara,Madhya Pradesh,Southern Asia,Asia,22.18572,78.3226,Exact,,,,,,,,,,,1,0.00,10.9,1.6,0.1,0,356
M2776,,India,Giral Coal Mine,,,,https://www.gem.wiki/Giral_Coal_Mine,,Mothballed,,,,Rajasthan State Mines and Minerals limited (RSMML) [100%],E100001013130 [100%],,Rajasthan State Mines & Minerals Ltd [100.0%],E100001013130 [100.0%],India,0.9,0.19,,,Surface,Open Pit,-,50,Estimate,522,Estimate,Lignite,Thermal,,,,,27,2015,-,142,1994,,27,,,,Barmer,Rajasthan,Southern Asia,Asia,26.0124,71.1347,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2777,,India,Nirsha OC Patch Coal Mine,Cluster 1,,,https://www.gem.wiki/Nirsha_OC_Patch_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.4,0.148,2023,,Surface,Open Pit,1.47,50,Estimate,382,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,25,,,,Dhanbad,Jharkhand,Southern Asia,Asia,23.78443,86.71894,Exact,,,,,,,,,,,0.2,0.00,0.8,1.5,0,0,356
M2786,,India,Ghorawari No. 1 Coal Mine,Tharna UG & Ghorwari 16/17 OC,,,https://www.gem.wiki/Ghorawari_No.1_Coal_Mine,,Mothballed,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,1.2,0,,,Surface,Open Pit,12.96,60,Estimate,,,Subbituminous,Thermal,,,,,-,,-,-,2008,,16,2024,,,Chhindwara,Madhya Pradesh,Southern Asia,Asia,21.89579,79.28113,Exact,,,,,,,,,,,0,0.00,0.9,1.5,0,0,356
M2791,,India,Rajpura Coal Mine,Cluster 2,,,https://www.gem.wiki/Rajpura_coal_mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.5,0.076,2023,,Surface,Open Pit,2.92,50,Estimate,330,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,6,2022,Raniganj,,Dhanbad,Jharkhand,Southern Asia,Asia,23.75873,86.77317,Exact,Coal Plant,Kahalgaon Super Thermal Power Plant,https://www.gem.wiki/Kahalgaon_Super_Thermal_Power_Plant,,,,,,,,0.1,0.00,0.8,1.5,0,0,356
M2792,,India,Bokaro Opencast Coal Mine,"Bokaro & Kargali Area, Bokaro(Bermo) OC",,,https://www.gem.wiki/Bokaro_Opencast_coal_mine,,Operating,,,,Central Coalfields Ltd [100%],E100001000803 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.31,2022,,Surface,Open Pit,7,180,Exact,458,Estimate,Subbituminous,Thermal,,,,,-,,-,-,,,-,,,,,Jharkhand,Southern Asia,Asia,23.78706,85.92363,Approximate,,,,,,,,,,,1.1,0.00,2.3,1.5,0.1,0,356
M2793,,India,Rajur-Bhandewada Coal Mine,Rajur Underground Coal Mine Project,,,https://www.gem.wiki/RajurBhandewada_Coal_Mine,,Operating,,,,Western Coalfields Ltd [100%],E100001000801 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.21,0.06,2023,,Underground,,12.43,220,Exact,426,Estimate,Subbituminous,Thermal,,,,,-,,-,-,2007,,16,,Wardha,Rajur,Yavatmal,Maharashtra,Southern Asia,Asia,20.11356,78.896,Approximate,,,,,,,,,,,0.2,0.00,2.7,1.6,0,0,356
M2794,,India,PVK-5 Coal Mine,Padmavathi Khani No.5 Incline,,,https://www.gem.wiki/Padmavathi_Khani_coal_mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,0.6,0.206,2023,,Underground,Bord and Pillar,9.16,390,Exact,276,Estimate,Subbituminous,Thermal,,,,,8,2023,331,39,1952,,,,Godavari,Rudrampur,Bhadradri Kothagudem,Telangana,Southern Asia,Asia,17.51172,80.67152,Exact,,,,,,,,,,,1.3,0.00,3.9,1.6,0.1,0,356
M2800,,India,IK 1A Coal Mine,Indaram Khani - 1A Incline,,,https://www.gem.wiki/IK_1A_Coal_Mine,,Operating,,,,The Singareni Collieries Co Ltd [100%],E100001000809 [100%],,The Singareni Collieries Co Ltd [100.0%],E100001000809 [100.0%],India,0.54,0.1,2023,,Underground,Bord and Pillar,1.83,350,Exact,259,Estimate,Subbituminous,Thermal,,,,,2,2023,27,20,1994,,-,,,Indaram village,Mancherial,Telangana,Southern Asia,Asia,18.8063,79.5208,Approximate,,,,,,,,,,,0.6,0.00,3.7,1.6,0,0,356
M2807,,India,Gondudih Khas Kusunda Coal Mine,Cluster 6,,,https://www.gem.wiki/Gondudih_Khas_Ksunda_coal_mine,,Operating,,,,Bharat Coking Coal Ltd [100%],E100001000805 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,*,1.45,2023,,Surface,Open Pit,4.1,50,Estimate,494,Estimate,Bituminous,Met,,,,,-,,-,-,,,-,,Jharia,,Dhanbad,Jharkhand,Southern Asia,Asia,23.804,86.3773,Exact,,,,,,,,,,,6.5,0.00,3,1.5,0.4,0.1,356
M2812,,India,Gayatri Coal Mine,,,,https://www.gem.wiki/Gayatri_coal_mine,,Operating,,,,South Eastern Coalfields Ltd [100%],E100001000806 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.6,0.19,2022,,Underground,Bord and Pillar,5.1,300,Estimate,432,Estimate,Subbituminous,Thermal,,,,,14,2021,-,74,2003,,19,,,,Surguja,Chhattisgarh,Southern Asia,Asia,23.1097,82.9051,Exact,,,,,,,,,,,1,0.00,3.3,1.6,0.1,0,356
M2816,,India,Shankarpur Coal Mine,Cluster 11,,,https://www.gem.wiki/Shankarpur_Coal_Mine,,Operating,,,,Eastern Coalfields Ltd [100%],E100001000804 [100%],,Coal India Ltd [100.0%],E100001000396 [100.0%],India,0.5,0.1,2023,,Surface,,4.52,150,Exact,434,Estimate,Subbituminous,Thermal,,,,,58,,-,580,,,6,2023,Raniganj,Shankarpur,Burdwan,West Bengal,Southern Asia,Asia,23.66654,87.20492,Exact,,,,,,,,,,,0.3,0.00,2,1.6,0,0,356
